column,tau,dimension,homology_dimension,birth,death,persistence,is_infinite
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.3019684419605005,0.3019684419605005,false
Lab1_G1_N3,3,4,0,0.0,0.301968441960502,0.301968441960502,false
Lab1_G1_N3,3,4,0,0.0,0.301968441960502,0.301968441960502,false
